Species,Reference Genome,Challenge,Publication,BioProject,BioSample,Experiment,Run,SRA_Sample,donor_identifier,source_name,treatment,cell_type,time_point,sex,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534824,ERX1790088,ERR1719988,ERS1434003,sheep 1,sheep1_spleen_replicate1,PBS control,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534825,ERX1790089,ERR1719989,ERS1434004,sheep 1,sheep1_spleen_replicate2,PBS control,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534826,ERX1790090,ERR1719990,ERS1434005,sheep 2,sheep2_mammarygland_replicate1,PBS control,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534827,ERX1790091,ERR1719991,ERS1434006,sheep 2,sheep2_mammarygland_replicate2,PBS control,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534828,ERX1790092,ERR1719992,ERS1434007,sheep 2,sheep2_spleen_replicate1,PBS control,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534829,ERX1790093,ERR1719993,ERS1434008,sheep 2,sheep2_spleen_replicate2,PBS control,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534830,ERX1790094,ERR1719994,ERS1434009,sheep 3,sheep3_mammarygland_replicate1,PBS control,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534831,ERX1790095,ERR1719995,ERS1434010,sheep 3,sheep3_mammarygland_replicate2,PBS control,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534832,ERX1790096,ERR1719996,ERS1434011,sheep 3,sheep3_spleen_replicate1,PBS control,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534833,ERX1790097,ERR1719997,ERS1434012,sheep 3,sheep3_spleen_replicate2,PBS control,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534834,ERX1790098,ERR1719998,ERS1434013,sheep 4,sheep4_mammarygland_replicate1,Mycoplasma agalactiae PG2,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534835,ERX1790099,ERR1719999,ERS1434014,sheep 4,sheep4_mammarygland_replicate2,Mycoplasma agalactiae PG2,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534836,ERX1790100,ERR1720000,ERS1434015,sheep 4,sheep4_spleen_replicate1,Mycoplasma agalactiae PG2,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534837,ERX1790101,ERR1720001,ERS1434016,sheep 4,sheep4_spleen_replicate2,Mycoplasma agalactiae PG2,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534838,ERX1790102,ERR1720002,ERS1434017,sheep 5,sheep5_mammarygland_replicate1,Mycoplasma agalactiae PG2,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534839,ERX1790103,ERR1720003,ERS1434018,sheep 5,sheep5_mammarygland_replicate2,Mycoplasma agalactiae PG2,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534840,ERX1790104,ERR1720004,ERS1434019,sheep 5,sheep5_spleen_replicate1,Mycoplasma agalactiae PG2,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534841,ERX1790105,ERR1720005,ERS1434020,sheep 5,sheep5_spleen_replicate2,Mycoplasma agalactiae PG2,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534842,ERX1790106,ERR1720006,ERS1434021,sheep 6,sheep6_mammarygland_replicate1,Mycoplasma agalactiae PG2,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534843,ERX1790107,ERR1720007,ERS1434022,sheep 6,sheep6_mammarygland_replicate2,Mycoplasma agalactiae PG2,mammary gland,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534844,ERX1790108,ERR1720008,ERS1434023,sheep 6,sheep6_spleen_replicate1,Mycoplasma agalactiae PG2,spleen,15 days post infection,female,,,,
Ovis aries,Ovis_aries,Mycoplasma agalactiae,,PRJEB17676,SAMEA4534845,ERX1790109,ERR1720009,ERS1434024,sheep 6,sheep6_spleen_replicate2,Mycoplasma agalactiae PG2,spleen,15 days post infection,female,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535145,SRX1615492,SRR3206598,SRS1325322,,GSM2081381,--,,0 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535145,SRX1615492,SRR3206599,SRS1325322,,GSM2081381,--,,0 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535147,SRX1615494,SRR3206602,SRS1325320,,GSM2081383,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535147,SRX1615494,SRR3206603,SRS1325320,,GSM2081383,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535148,SRX1615495,SRR3206604,SRS1325319,,GSM2081384,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535148,SRX1615495,SRR3206605,SRS1325319,,GSM2081384,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535149,SRX1615496,SRR3206606,SRS1325318,,GSM2081385,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535149,SRX1615496,SRR3206607,SRS1325318,,GSM2081385,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535150,SRX1615497,SRR3206608,SRS1325317,,GSM2081386,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535150,SRX1615497,SRR3206609,SRS1325317,,GSM2081386,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535151,SRX1615498,SRR3206610,SRS1325316,,GSM2081387,--,,0 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535151,SRX1615498,SRR3206611,SRS1325316,,GSM2081387,--,,0 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535153,SRX1615500,SRR3206614,SRS1325314,,GSM2081389,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535153,SRX1615500,SRR3206615,SRS1325314,,GSM2081389,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535154,SRX1615501,SRR3206616,SRS1325312,,GSM2081390,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535154,SRX1615501,SRR3206617,SRS1325312,,GSM2081390,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535155,SRX1615502,SRR3206618,SRS1325313,,GSM2081391,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535155,SRX1615502,SRR3206619,SRS1325313,,GSM2081391,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535156,SRX1615503,SRR3206620,SRS1325311,,GSM2081392,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535156,SRX1615503,SRR3206621,SRS1325311,,GSM2081392,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535157,SRX1615504,SRR3206622,SRS1325310,,GSM2081393,--,,0 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535157,SRX1615504,SRR3206623,SRS1325310,,GSM2081393,--,,0 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535159,SRX1615506,SRR3206626,SRS1325308,,GSM2081395,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535159,SRX1615506,SRR3206627,SRS1325308,,GSM2081395,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535160,SRX1615507,SRR3206628,SRS1325307,,GSM2081396,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535160,SRX1615507,SRR3206629,SRS1325307,,GSM2081396,Plasmodium berghei,,24 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535161,SRX1615508,SRR3206630,SRS1325306,,GSM2081397,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535161,SRX1615508,SRR3206631,SRS1325306,,GSM2081397,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535162,SRX1615509,SRR3206632,SRS1325305,,GSM2081398,Plasmodium berghei,,48 hours post infection,,,,,
Homo sapiens,Homo_sapiens,Plasmodium berghei,,PRJNA314450,SAMN04535162,SRX1615509,SRR3206633,SRS1325305,,GSM2081398,Plasmodium berghei,,48 hours post infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889168,ERX248247,ERR273971,ERS204997,C57BL/6,H_13,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889168,ERX248262,ERR273986,ERS204997,C57BL/6,H_13,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889168,ERX248277,ERR274001,ERS204997,C57BL/6,H_13,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889174,ERX248292,ERR274016,ERS205012,C57BL/6,H_14,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889174,ERX248307,ERR274031,ERS205012,C57BL/6,H_14,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889174,ERX248322,ERR274046,ERS205012,C57BL/6,H_14,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889180,ERX248337,ERR274061,ERS205027,C57BL/6,H_15,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889180,ERX248352,ERR274076,ERS205027,C57BL/6,H_15,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889180,ERX248367,ERR274091,ERS205027,C57BL/6,H_15,Plasmodium chabaudi,spleen,Day 10 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889152,ERX248248,ERR273972,ERS204998,C57BL/6,H_16,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889152,ERX248263,ERR273987,ERS204998,C57BL/6,H_16,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889152,ERX248278,ERR274002,ERS204998,C57BL/6,H_16,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889156,ERX248293,ERR274017,ERS205013,C57BL/6,H_17,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889156,ERX248308,ERR274032,ERS205013,C57BL/6,H_17,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889156,ERX248323,ERR274047,ERS205013,C57BL/6,H_17,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889171,ERX248338,ERR274062,ERS205028,C57BL/6,H_18,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889171,ERX248353,ERR274077,ERS205028,C57BL/6,H_18,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889171,ERX248368,ERR274092,ERS205028,C57BL/6,H_18,Plasmodium chabaudi,spleen,Day 11 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889179,ERX248249,ERR273973,ERS204999,C57BL/6,H_19,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889179,ERX248264,ERR273988,ERS204999,C57BL/6,H_19,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889179,ERX248279,ERR274003,ERS204999,C57BL/6,H_19,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889173,ERX248294,ERR274018,ERS205014,C57BL/6,H_20,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889173,ERX248309,ERR274033,ERS205014,C57BL/6,H_20,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889173,ERX248324,ERR274048,ERS205014,C57BL/6,H_20,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889140,ERX248339,ERR274063,ERS205029,C57BL/6,H_21,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889140,ERX248354,ERR274078,ERS205029,C57BL/6,H_21,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889140,ERX248369,ERR274093,ERS205029,C57BL/6,H_21,Plasmodium chabaudi,spleen,Day 12 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889159,ERX248243,ERR273967,ERS204993,C57BL/6,H_1,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889159,ERX248258,ERR273982,ERS204993,C57BL/6,H_1,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889159,ERX248273,ERR273997,ERS204993,C57BL/6,H_1,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889150,ERX248288,ERR274012,ERS205008,C57BL/6,H_2,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889150,ERX248303,ERR274027,ERS205008,C57BL/6,H_2,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889150,ERX248318,ERR274042,ERS205008,C57BL/6,H_2,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889163,ERX248333,ERR274057,ERS205023,C57BL/6,H_3,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889163,ERX248348,ERR274072,ERS205023,C57BL/6,H_3,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889163,ERX248363,ERR274087,ERS205023,C57BL/6,H_3,Plasmodium chabaudi,spleen,Day 6 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889178,ERX248244,ERR273968,ERS204994,C57BL/6,H_4,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889178,ERX248259,ERR273983,ERS204994,C57BL/6,H_4,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889178,ERX248274,ERR273998,ERS204994,C57BL/6,H_4,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889149,ERX248289,ERR274013,ERS205009,C57BL/6,H_5,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889149,ERX248304,ERR274028,ERS205009,C57BL/6,H_5,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889149,ERX248319,ERR274043,ERS205009,C57BL/6,H_5,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889141,ERX248334,ERR274058,ERS205024,C57BL/6,H_6,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889141,ERX248349,ERR274073,ERS205024,C57BL/6,H_6,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889141,ERX248364,ERR274088,ERS205024,C57BL/6,H_6,Plasmodium chabaudi,spleen,Day 7 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889170,ERX248245,ERR273969,ERS204995,C57BL/6,H_7,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889170,ERX248260,ERR273984,ERS204995,C57BL/6,H_7,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889170,ERX248275,ERR273999,ERS204995,C57BL/6,H_7,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889146,ERX248290,ERR274014,ERS205010,C57BL/6,H_8,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889146,ERX248305,ERR274029,ERS205010,C57BL/6,H_8,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889146,ERX248320,ERR274044,ERS205010,C57BL/6,H_8,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889182,ERX248335,ERR274059,ERS205025,C57BL/6,H_9,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889182,ERX248350,ERR274074,ERS205025,C57BL/6,H_9,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889182,ERX248365,ERR274089,ERS205025,C57BL/6,H_9,Plasmodium chabaudi,spleen,Day 8 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889147,ERX248246,ERR273970,ERS204996,C57BL/6,H_10,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889147,ERX248261,ERR273985,ERS204996,C57BL/6,H_10,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889147,ERX248276,ERR274000,ERS204996,C57BL/6,H_10,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889154,ERX248291,ERR274015,ERS205011,C57BL/6,H_11,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889154,ERX248306,ERR274030,ERS205011,C57BL/6,H_11,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889154,ERX248321,ERR274045,ERS205011,C57BL/6,H_11,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889158,ERX248336,ERR274060,ERS205026,C57BL/6,H_12,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889158,ERX248351,ERR274075,ERS205026,C57BL/6,H_12,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889158,ERX248366,ERR274090,ERS205026,C57BL/6,H_12,Plasmodium chabaudi,spleen,Day 9 post-infection,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889169,ERX248250,ERR273974,ERS205000,C57BL/6,N_1,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889169,ERX248265,ERR273989,ERS205000,C57BL/6,N_1,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889169,ERX248280,ERR274004,ERS205000,C57BL/6,N_1,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889145,ERX248295,ERR274019,ERS205015,C57BL/6,N_2,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889145,ERX248310,ERR274034,ERS205015,C57BL/6,N_2,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889145,ERX248325,ERR274049,ERS205015,C57BL/6,N_2,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889151,ERX248340,ERR274064,ERS205030,C57BL/6,N_3,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889151,ERX248355,ERR274079,ERS205030,C57BL/6,N_3,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB1284,SAMEA1889151,ERX248370,ERR274094,ERS205030,C57BL/6,N_3,Control,spleen,Not-infected,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675904,ERX659687,ERR715765,ERS515928,C3H,C3H_day0_naive_spleen_1,control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675904,ERX659708,ERR715786,ERS515928,C3H,C3H_day0_naive_spleen_1,control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675974,ERX652891,ERR708587,ERS515998,C3H,C3H_day0_naive_spleen_2,control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675974,ERX652912,ERR708608,ERS515998,C3H,C3H_day0_naive_spleen_2,control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676006,ERX710572,ERR767299,ERS516030,C3H,C3H_day0_naive_spleen_3,control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676006,ERX710589,ERR767316,ERS516030,C3H,C3H_day0_naive_spleen_3,control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220252,ERX421611,ERR455256,ERS358503,C3H/He,C3H_day10_spleen_1,Plasmodium chabaudi,spleen,day10,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220252,ERX421631,ERR455276,ERS358503,C3H/He,C3H_day10_spleen_1,Plasmodium chabaudi,spleen,day10,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220252,ERX443179,ERR477347,ERS358503,C3H/He,C3H_day10_spleen_1,Plasmodium chabaudi,spleen,day10,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220252,ERX443190,ERR477358,ERS358503,C3H/He,C3H_day10_spleen_1,Plasmodium chabaudi,spleen,day10,,,,,
